"","Liver","Heart","Bladder","Colon","Testis","Stomach","microbiomes"
"Murine mastadenovirus B",0,0,0,0,0,0,"Murine mastadenovirus B"
"Murine mastadenovirus C",0,0,0,0,0,0,"Murine mastadenovirus C"
"Murine orthopneumovirus",0,0,0,0,0,0,"Murine orthopneumovirus"
"Murine osteosarcoma virus",0,0,0,0,0,0,"Murine osteosarcoma virus"
"Murine respirovirus",0,0,0,0,0,0,"Murine respirovirus"
"Murine roseolovirus",0,0,0,0,0,0,"Murine roseolovirus"
"Murmansk microtuspox virus",0,0,0,0,0,0,"Murmansk microtuspox virus"
"Murray Valley encephalitis virus",0,0,0,0,0,0,"Murray Valley encephalitis virus"
"Murrayvirus EC2",0,0,0,0,0,0,"Murrayvirus EC2"
"Murrayvirus lumpael",0,0,0,0,0,0,"Murrayvirus lumpael"
"Murre uukuvirus",0,0,0,0,0,0,"Murre uukuvirus"
"Murrumbidgee virus",0,0,0,0,0,0,"Murrumbidgee virus"
"Mus musculus mobilized endogenous polytropic provirus",0.0021119614173056,0,0,0,0,0,"Mus musculus mobilized endogenous polytropic provirus"
"Musca hytrosavirus",0,0,0,0,0,0,"Musca hytrosavirus"
"Mushroom bacilliform virus",0,0,0,0,0,0,"Mushroom bacilliform virus"
"Mushuvirus mushu",0,0,0,0,0,0,"Mushuvirus mushu"
"Musicola paradisiaca",0,0,0,0,0,0,"Musicola paradisiaca"
"Muvirus SfMu",0,0,0,0,0,0,"Muvirus SfMu"
"Muvirus mu",0,0,0,0,0,0,"Muvirus mu"
"Mycetocola spongiae",0,0,0,0,0,0,"Mycetocola spongiae"
"Mycetocola zhujimingii",0,0,0,1.28730711025982e-05,0,0,"Mycetocola zhujimingii"
"Mycetohabitans rhizoxinica",0,0,0,7.91779048010309e-06,3.51015506588285e-05,0,"Mycetohabitans rhizoxinica"
"Mycoabscvirus phiT46-1",0,0,0,0,0,0,"Mycoabscvirus phiT46-1"
"Mycoavidus cysteinexigens",0,0,0,0,0,0,"Mycoavidus cysteinexigens"
"Mycobacterium avium",0,0,0,0,0,0,"Mycobacterium avium"
"Mycobacterium basiliense",0,4.0399633612006e-06,0,0,0,0,"Mycobacterium basiliense"
"Mycobacterium branderi",0,0,0,0,0,0,"Mycobacterium branderi"
"Mycobacterium canettii",0,0,0,0,0,0,"Mycobacterium canettii"
"Mycobacterium conspicuum",0,0,0,0,0,0,"Mycobacterium conspicuum"
"Mycobacterium cookii",0,0,0,0,0,0,"Mycobacterium cookii"
"Mycobacterium diernhoferi",0,0,0,5.40423714955172e-05,0,0,"Mycobacterium diernhoferi"
"Mycobacterium dioxanotrophicus",0,0,0,0,0,0,"Mycobacterium dioxanotrophicus"
"Mycobacterium doricum",0,0,0,0,0,0,"Mycobacterium doricum"
"Mycobacterium florentinum",0,0,0,0,0,0,"Mycobacterium florentinum"
"Mycobacterium goodii",0,0,0,0,2.06442285123782e-05,0,"Mycobacterium goodii"
"Mycobacterium grossiae",0,0,0,0,0,0,"Mycobacterium grossiae"
"Mycobacterium haemophilum",0,0,0,0,0,0,"Mycobacterium haemophilum"
"Mycobacterium heckeshornense",0,0,0,0,0,0,"Mycobacterium heckeshornense"
"Mycobacterium heidelbergense",0,0,0,0,0,0,"Mycobacterium heidelbergense"
"Mycobacterium holsaticum",0,0,0,0,0,0,"Mycobacterium holsaticum"
"Mycobacterium intracellulare",0,0,0,0,0,0,"Mycobacterium intracellulare"
"Mycobacterium kansasii",0,0,0,0,0,0,"Mycobacterium kansasii"
"Mycobacterium koreense",0,0,0,0,0,0,"Mycobacterium koreense"
"Mycobacterium lacus",0,0,0,0,0,0,"Mycobacterium lacus"
"Mycobacterium leprae",0,0,0,0,0,0,"Mycobacterium leprae"
"Mycobacterium lepromatosis",0,0,0,0,0,0,"Mycobacterium lepromatosis"
"Mycobacterium malmoense",0,0,0,0,0,0,"Mycobacterium malmoense"
"Mycobacterium mantenii",0,0,0,0,0,0,"Mycobacterium mantenii"
"Mycobacterium marinum",0,0,0,0,4.04543835060863e-06,0,"Mycobacterium marinum"
"Mycobacterium marseillense",0,0,0,0,0,0,"Mycobacterium marseillense"
"Mycobacterium noviomagense",0,0,0,0,0,0,"Mycobacterium noviomagense"
"Mycobacterium novum",0,0,0,0,0,0,"Mycobacterium novum"
"Mycobacterium ostraviense",0,0,0,0,0,0,"Mycobacterium ostraviense"
"Mycobacterium pallens",9.43581054749733e-05,0,0,0,5.40748320511861e-06,0,"Mycobacterium pallens"
"Mycobacterium paragordonae",0,0,0,0,0,0,"Mycobacterium paragordonae"
"Mycobacterium paraintracellulare",0,0,0,0,0,0,"Mycobacterium paraintracellulare"
"Mycobacterium paraseoulense",0,0,0,0,0,0,"Mycobacterium paraseoulense"
"Mycobacterium paraterrae",0,0,0,0,0,0,"Mycobacterium paraterrae"
"Mycobacterium parmense",0,0,0,0,0,0,"Mycobacterium parmense"
"Mycobacterium phage 20ES",0,0,0,0,0,0,"Mycobacterium phage 20ES"
"Mycobacterium phage 39HC",0,0,0,0,0,0,"Mycobacterium phage 39HC"
"Mycobacterium phage AFIS",0,0,0,0,0,0,"Mycobacterium phage AFIS"
"Mycobacterium phage Abrogate",0,0,0,0,0,0,"Mycobacterium phage Abrogate"
"Mycobacterium phage Acme",0,0,0,0,0,0,"Mycobacterium phage Acme"
"Mycobacterium phage Adahisdi",0,0,0,0,0,0,"Mycobacterium phage Adahisdi"
"Mycobacterium phage Adzzy",0,0,0,0,0,0,"Mycobacterium phage Adzzy"
"Mycobacterium phage Ajay",0,0,0,0,0,0,"Mycobacterium phage Ajay"
"Mycobacterium phage Akoma",0,0,0,0,0,0,"Mycobacterium phage Akoma"
"Mycobacterium phage Alexphander",0,0,0,0,0,0,"Mycobacterium phage Alexphander"
"Mycobacterium phage Alsfro",0,0,0,0,0,0,"Mycobacterium phage Alsfro"
"Mycobacterium phage Alvin",0,0,0,0,0,0,"Mycobacterium phage Alvin"
"Mycobacterium phage Anglerfish",0,0,0,0,0,0,"Mycobacterium phage Anglerfish"
"Mycobacterium phage AnnaL29",0,0,0,0,0,0,"Mycobacterium phage AnnaL29"
"Mycobacterium phage ArcherNM",0,0,0,0,0,0,"Mycobacterium phage ArcherNM"
"Mycobacterium phage Ariel",0,0,0,0,0,0,"Mycobacterium phage Ariel"
"Mycobacterium phage Arlo",0,0,0,0,0,0,"Mycobacterium phage Arlo"
"Mycobacterium phage Artemis2UCLA",0,0,0,0,0,0,"Mycobacterium phage Artemis2UCLA"
"Mycobacterium phage Atkinbua",0,0,0,0,0,0,"Mycobacterium phage Atkinbua"
"Mycobacterium phage BK1",0,0,0,0,0,0,"Mycobacterium phage BK1"
"Mycobacterium phage BaconJack",0,0,0,0,0,0,"Mycobacterium phage BaconJack"
"Mycobacterium phage Barriga",0,0,0,0,0,0,"Mycobacterium phage Barriga"
"Mycobacterium phage Big3",0,0,0,0,0,0,"Mycobacterium phage Big3"
"Mycobacterium phage BigPaolini",0,0,0,0,0,0,"Mycobacterium phage BigPaolini"
"Mycobacterium phage Bipolar",0,0,0,0,0,0,"Mycobacterium phage Bipolar"
"Mycobacterium phage Bircsak",0,0,0,0,0,0,"Mycobacterium phage Bircsak"
"Mycobacterium phage Blue",0,0,0,0,0,0,"Mycobacterium phage Blue"
"Mycobacterium phage Bob3",0,0,0,0,0,0,"Mycobacterium phage Bob3"
"Mycobacterium phage Bobi",0,0,0,0,0,0,"Mycobacterium phage Bobi"
"Mycobacterium phage Bones",0,0,0,0,0,0,"Mycobacterium phage Bones"
"Mycobacterium phage Brocalys",0,0,0,0,0,0,"Mycobacterium phage Brocalys"
"Mycobacterium phage Bruin",0,0,0,0,0,0,"Mycobacterium phage Bruin"
"Mycobacterium phage ByChance",0,0,0,0,0,0,"Mycobacterium phage ByChance"
"Mycobacterium phage CASbig",0,0,0,0,0,0,"Mycobacterium phage CASbig"
"Mycobacterium phage CRB1",0,0,0,0,0,0,"Mycobacterium phage CRB1"
"Mycobacterium phage Cabrinians",0,0,0,0,0,0,"Mycobacterium phage Cabrinians"
"Mycobacterium phage Cerasum",0,0,0,0,0,0,"Mycobacterium phage Cerasum"
"Mycobacterium phage Cheetobro",0,0,0,0,0,0,"Mycobacterium phage Cheetobro"
"Mycobacterium phage Chy4",0,0,0,0,0,0,"Mycobacterium phage Chy4"
"Mycobacterium phage Chy5",0,0,0,0,0,0,"Mycobacterium phage Chy5"
"Mycobacterium phage Clifton",0,0,0,0,0,0,"Mycobacterium phage Clifton"
"Mycobacterium phage Coco12",0,0,0,0,0,0,"Mycobacterium phage Coco12"
"Mycobacterium phage ConceptII",0,0,0,0,0,0,"Mycobacterium phage ConceptII"
"Mycobacterium phage Conspiracy",0,0,0,0,0,0,"Mycobacterium phage Conspiracy"
"Mycobacterium phage Contagion",0,0,0,0,0,0,"Mycobacterium phage Contagion"
"Mycobacterium phage Cornucopia",0,0,0,0,0,0,"Mycobacterium phage Cornucopia"
"Mycobacterium phage Corvo",0,0,0,0,0,0,"Mycobacterium phage Corvo"
"Mycobacterium phage Crispicous1",0,0,0,0,0,0,"Mycobacterium phage Crispicous1"
"Mycobacterium phage Crossroads",0,0,0,0,0,0,"Mycobacterium phage Crossroads"
"Mycobacterium phage DaWorst",0,0,0,0,0,0,"Mycobacterium phage DaWorst"
"Mycobacterium phage Daenerys",0,0,0,0,0,0,"Mycobacterium phage Daenerys"
"Mycobacterium phage Damien",0,0,0,0,0,0,"Mycobacterium phage Damien"
"Mycobacterium phage Dori",0,0,0,0,0,0,"Mycobacterium phage Dori"
"Mycobacterium phage DrDrey",0,0,0,0,0,0,"Mycobacterium phage DrDrey"
"Mycobacterium phage Dulcie",0,0,0,0,0,0,"Mycobacterium phage Dulcie"
"Mycobacterium phage Dumbo",0,0,0,0,0,0,"Mycobacterium phage Dumbo"
"Mycobacterium phage Echild",0,0,0,0,0,0,"Mycobacterium phage Echild"
"Mycobacterium phage Edtherson",0,0,0,0,0,0,"Mycobacterium phage Edtherson"
"Mycobacterium phage Enby",0,0,0,0,0,0,"Mycobacterium phage Enby"
"Mycobacterium phage Enkosi",0,0,0,0,0,0,"Mycobacterium phage Enkosi"
"Mycobacterium phage Equemioh13",0,0,0,0,0,0,"Mycobacterium phage Equemioh13"
"Mycobacterium phage Fajezeel",0,0,0,0,0,0,"Mycobacterium phage Fajezeel"
"Mycobacterium phage First",0,0,0,0,0,0,"Mycobacterium phage First"
"Mycobacterium phage Flathead",0,0,0,0,0,0,"Mycobacterium phage Flathead"
"Mycobacterium phage Frankie",0,0,0,0,0,0,"Mycobacterium phage Frankie"
"Mycobacterium phage Fredward",0,0,0,0,0,0,"Mycobacterium phage Fredward"
"Mycobacterium phage GageAP",0,0,0,0,0,0,"Mycobacterium phage GageAP"
"Mycobacterium phage Gardann",0,0,0,0,0,0,"Mycobacterium phage Gardann"
"Mycobacterium phage Gompeii16",0,0,0,0,0,0,"Mycobacterium phage Gompeii16"
"Mycobacterium phage Graduation",0,0,0,0,0,0,"Mycobacterium phage Graduation"
"Mycobacterium phage HanShotFirst",0,0,0,0,0,0,"Mycobacterium phage HanShotFirst"
"Mycobacterium phage HarryOW",0,0,0,0,0,0,"Mycobacterium phage HarryOW"
"Mycobacterium phage Hegedechwinu",0,0,0,0,0,0,"Mycobacterium phage Hegedechwinu"
"Mycobacterium phage Henu3 PeY-2017",0,0,0,0,0,0,"Mycobacterium phage Henu3 PeY-2017"
"Mycobacterium phage Hosp",0,0,0,0,0,0,"Mycobacterium phage Hosp"
"Mycobacterium phage HufflyPuff",0,0,0,0,0,0,"Mycobacterium phage HufflyPuff"
"Mycobacterium phage ILeeKay",0,0,0,0,0,0,"Mycobacterium phage ILeeKay"
"Mycobacterium phage Ichabod",0,0,0,0,0,0,"Mycobacterium phage Ichabod"
"Mycobacterium phage Iracema64",0,0,0,0,0,0,"Mycobacterium phage Iracema64"
"Mycobacterium phage Jabbawokkie",0,0,0,0,0,0,"Mycobacterium phage Jabbawokkie"
"Mycobacterium phage JackSparrow",0,0,0,0,0,0,"Mycobacterium phage JackSparrow"
"Mycobacterium phage Job42",0,0,0,0,0,0,"Mycobacterium phage Job42"
"Mycobacterium phage Jobu08",0,0,0,0,0,0,"Mycobacterium phage Jobu08"
"Mycobacterium phage Jorgensen",0,0,0,0,0,0,"Mycobacterium phage Jorgensen"
"Mycobacterium phage Juice456",0,0,0,0,0,0,"Mycobacterium phage Juice456"
"Mycobacterium phage Kampy",0,0,0,0,0,0,"Mycobacterium phage Kampy"
"Mycobacterium phage Kanely",0,0,0,0,0,0,"Mycobacterium phage Kanely"
"Mycobacterium phage KayaCho",0,0,0,0,0,0,"Mycobacterium phage KayaCho"
"Mycobacterium phage Kenuha5",0,0,0,0,0,0,"Mycobacterium phage Kenuha5"
"Mycobacterium phage Killigrew",0,0,0,0,0,0,"Mycobacterium phage Killigrew"
"Mycobacterium phage Kingsley",0,0,0,0,0,0,"Mycobacterium phage Kingsley"
"Mycobacterium phage Koella",0,0,0,0,0,0,"Mycobacterium phage Koella"
"Mycobacterium phage KyMonks1A",0,0,0,0,0,0,"Mycobacterium phage KyMonks1A"
"Mycobacterium phage LadyBird",0,0,0,0,0,0,"Mycobacterium phage LadyBird"
"Mycobacterium phage Lamina13",0,0,0,0,0,0,"Mycobacterium phage Lamina13"
"Mycobacterium phage LastJedi",0,0,0,0,0,0,"Mycobacterium phage LastJedi"
"Mycobacterium phage Leo",0,0,0,0,0,0,"Mycobacterium phage Leo"
"Mycobacterium phage Lilac",0,0,0,0,0,0,"Mycobacterium phage Lilac"
"Mycobacterium phage Llama",0,0,0,0,0,0,"Mycobacterium phage Llama"
"Mycobacterium phage Lopton",0,0,0,0,0,0,"Mycobacterium phage Lopton"
"Mycobacterium phage Loser",0,0,0,0,0,0,"Mycobacterium phage Loser"
"Mycobacterium phage MPlant7149",0,0,0,0,0,0,"Mycobacterium phage MPlant7149"
"Mycobacterium phage Magnar",0,0,0,0,0,0,"Mycobacterium phage Magnar"
"Mycobacterium phage Magnito",0,0,0,0,0,0,"Mycobacterium phage Magnito"
"Mycobacterium phage Makemake",0,0,0,0,0,0,"Mycobacterium phage Makemake"
"Mycobacterium phage Manatee",0,0,0,0,0,0,"Mycobacterium phage Manatee"
"Mycobacterium phage Maroc7",0,0,0,0,0,0,"Mycobacterium phage Maroc7"
"Mycobacterium phage MaryBeth",0,0,0,0,0,0,"Mycobacterium phage MaryBeth"
"Mycobacterium phage Megiddo",0,0,0,0,0,0,"Mycobacterium phage Megiddo"
"Mycobacterium phage MiaZeal",0,0,0,0,0,0,"Mycobacterium phage MiaZeal"
"Mycobacterium phage Michley",0,0,0,0,0,0,"Mycobacterium phage Michley"
"Mycobacterium phage Milly",0,0,0,0,0,0,"Mycobacterium phage Milly"
"Mycobacterium phage Minerva",0,0,0,0,0,0,"Mycobacterium phage Minerva"
"Mycobacterium phage Misha28",0,0,0,0,0,0,"Mycobacterium phage Misha28"
"Mycobacterium phage Mova",0,0,0,0,0,0,"Mycobacterium phage Mova"
"Mycobacterium phage Mryolo",0,0,0,0,0,0,"Mycobacterium phage Mryolo"
"Mycobacterium phage Mulciber",0,0,0,0,0,0,"Mycobacterium phage Mulciber"
"Mycobacterium phage Mule",0,0,0,0,0,0,"Mycobacterium phage Mule"
"Mycobacterium phage Murphy",0,0,0,0,0,0,"Mycobacterium phage Murphy"
"Mycobacterium phage NEHalo",0,0,0,0,0,0,"Mycobacterium phage NEHalo"
"Mycobacterium phage Nala",0,0,0,0,0,0,"Mycobacterium phage Nala"
"Mycobacterium phage NelitzaMV",0,0,0,0,0,0,"Mycobacterium phage NelitzaMV"
"Mycobacterium phage Nerujay",0,0,0,0,0,0,"Mycobacterium phage Nerujay"
"Mycobacterium phage Nhonho",0,0,0,0,0,0,"Mycobacterium phage Nhonho"
"Mycobacterium phage Nimbo",0,0,0,0,0,0,"Mycobacterium phage Nimbo"
"Mycobacterium phage Niza",0,0,0,0,0,0,"Mycobacterium phage Niza"
"Mycobacterium phage Oaker",0,0,0,0,0,0,"Mycobacterium phage Oaker"
"Mycobacterium phage Ogopogo",0,0,0,0,0,0,"Mycobacterium phage Ogopogo"
"Mycobacterium phage OkiRoe",0,0,0,0,0,0,"Mycobacterium phage OkiRoe"
"Mycobacterium phage Oogway",0,0,0,0,0,0,"Mycobacterium phage Oogway"
"Mycobacterium phage PacerPaul",0,0,0,0,0,0,"Mycobacterium phage PacerPaul"
"Mycobacterium phage Papez",0,0,0,0,0,0,"Mycobacterium phage Papez"
"Mycobacterium phage Pari",0,0,0,0,0,0,"Mycobacterium phage Pari"
"Mycobacterium phage PattyP",0,0,0,0,0,0,"Mycobacterium phage PattyP"
"Mycobacterium phage Pepe",0,0,0,0,0,0,"Mycobacterium phage Pepe"
"Mycobacterium phage Petruchio",0,0,0,0,0,0,"Mycobacterium phage Petruchio"
"Mycobacterium phage Phaedrus",0,0,0,0,0,0,"Mycobacterium phage Phaedrus"
"Mycobacterium phage PhatBacter",0,0,0,0,0,0,"Mycobacterium phage PhatBacter"
"Mycobacterium phage Phaux",0,0,0,0,0,0,"Mycobacterium phage Phaux"
"Mycobacterium phage Phineas",0,0,0,0,0,0,"Mycobacterium phage Phineas"
"Mycobacterium phage Phlyer",0,0,0,0,0,0,"Mycobacterium phage Phlyer"
"Mycobacterium phage PhrostyMug",0,0,0,0,0,0,"Mycobacterium phage PhrostyMug"
"Mycobacterium phage Phrux",0,0,0,0,0,0,"Mycobacterium phage Phrux"
"Mycobacterium phage Pinto",0,0,0,0,0,0,"Mycobacterium phage Pinto"
"Mycobacterium phage Pioneer",0,0,0,0,0,0,"Mycobacterium phage Pioneer"
"Mycobacterium phage Piper2020",0,0,0,0,0,0,"Mycobacterium phage Piper2020"
"Mycobacterium phage Pippin",0,0,0,0,0,0,"Mycobacterium phage Pippin"
"Mycobacterium phage Pippy",0,0,0,0,0,0,"Mycobacterium phage Pippy"
"Mycobacterium phage Pita2",0,0,0,0,0,0,"Mycobacterium phage Pita2"
"Mycobacterium phage Pollywog",0,0,0,0,0,0,"Mycobacterium phage Pollywog"
"Mycobacterium phage Quico",0,0,0,0,0,0,"Mycobacterium phage Quico"
"Mycobacterium phage Quink",0,0,0,0,0,0,"Mycobacterium phage Quink"
"Mycobacterium phage Rajelicia",0,0,0,0,0,0,"Mycobacterium phage Rajelicia"
"Mycobacterium phage Redno2",0,0,0,0,0,0,"Mycobacterium phage Redno2"
"Mycobacterium phage RhynO",0,0,0,0,0,0,"Mycobacterium phage RhynO"
"Mycobacterium phage Rhynn",0,0,0,0,0,0,"Mycobacterium phage Rhynn"
"Mycobacterium phage Ringer",0,0,0,0,0,0,"Mycobacterium phage Ringer"
"Mycobacterium phage Rohr",0,0,0,0,0,0,"Mycobacterium phage Rohr"
"Mycobacterium phage Rufus",0,0,0,0,0,0,"Mycobacterium phage Rufus"
"Mycobacterium phage Ruotula",0,0,0,0,0,0,"Mycobacterium phage Ruotula"
"Mycobacterium phage Rutherferd",0,0,0,0,0,0,"Mycobacterium phage Rutherferd"
"Mycobacterium phage STLscum",0,0,0,0,0,0,"Mycobacterium phage STLscum"
"Mycobacterium phage Sagefire",0,0,0,0,0,0,"Mycobacterium phage Sagefire"
"Mycobacterium phage SarFire",0,0,0,0,0,0,"Mycobacterium phage SarFire"
"Mycobacterium phage SassyB",0,0,0,0,0,0,"Mycobacterium phage SassyB"
"Mycobacterium phage Scowl",0,0,0,0,0,0,"Mycobacterium phage Scowl"
"Mycobacterium phage Seabastian",0,0,0,0,0,0,"Mycobacterium phage Seabastian"
"Mycobacterium phage Seabiscuit",0,0,0,0,0,0,"Mycobacterium phage Seabiscuit"
"Mycobacterium phage Seagreen",0,0,0,0,0,0,"Mycobacterium phage Seagreen"
"Mycobacterium phage Serenity",0,0,0,0,0,0,"Mycobacterium phage Serenity"
"Mycobacterium phage Severus",0,0,0,0,0,0,"Mycobacterium phage Severus"
"Mycobacterium phage Sibs6",0,0,0,0,0,0,"Mycobacterium phage Sibs6"
"Mycobacterium phage SimranZ1",0,0,0,0,0,0,"Mycobacterium phage SimranZ1"
"Mycobacterium phage Smairt",0,0,0,0,0,0,"Mycobacterium phage Smairt"
"Mycobacterium phage Snazzy",0,0,0,0,0,0,"Mycobacterium phage Snazzy"
"Mycobacterium phage Sneeze",0,0,0,0,0,0,"Mycobacterium phage Sneeze"
"Mycobacterium phage Snenia",0,0,0,0,0,0,"Mycobacterium phage Snenia"
"Mycobacterium phage SpikeBT",0,0,0,0,0,0,"Mycobacterium phage SpikeBT"
"Mycobacterium phage StAnnes",0,0,0,0,0,0,"Mycobacterium phage StAnnes"
"Mycobacterium phage Sumter",0,0,0,0,0,0,"Mycobacterium phage Sumter"
"Mycobacterium phage SweetiePie",0,0,0,0,0,0,"Mycobacterium phage SweetiePie"
"Mycobacterium phage TDanisky",0,0,0,0,0,0,"Mycobacterium phage TDanisky"
"Mycobacterium phage Tasp14",0,0,0,0,0,0,"Mycobacterium phage Tasp14"
"Mycobacterium phage TheloniousMonk",0,0,0,0,0,0,"Mycobacterium phage TheloniousMonk"
"Mycobacterium phage Tiffany",0,0,0,0,0,0,"Mycobacterium phage Tiffany"
"Mycobacterium phage Traft412",0,0,0,0,0,0,"Mycobacterium phage Traft412"
"Mycobacterium phage Trike",0,0,0,0,0,0,"Mycobacterium phage Trike"
"Mycobacterium phage Trouble",0,0,0,0,0,0,"Mycobacterium phage Trouble"
"Mycobacterium phage Turj99",0,0,0,0,0,0,"Mycobacterium phage Turj99"
"Mycobacterium phage Velveteen",0,0,0,0,0,0,"Mycobacterium phage Velveteen"
"Mycobacterium phage Vortex",0,0,0,0,0,0,"Mycobacterium phage Vortex"
"Mycobacterium phage WIVsmall",0,0,0,0,0,0,"Mycobacterium phage WIVsmall"
"Mycobacterium phage Wanda",0,0,0,0,0,0,"Mycobacterium phage Wanda"
"Mycobacterium phage Wheeler",0,0,0,0,0,0,"Mycobacterium phage Wheeler"
"Mycobacterium phage Wile",0,0,0,0,0,0,"Mycobacterium phage Wile"
"Mycobacterium pseudoshottsii",0,0,0,0,0,0,"Mycobacterium pseudoshottsii"
"Mycobacterium senegalense",0,0,0,0,0,0,"Mycobacterium senegalense"
"Mycobacterium seoulense",0,0,0,0,0,0,"Mycobacterium seoulense"
"Mycobacterium shigaense",0,0,0,0,0,0,"Mycobacterium shigaense"
"Mycobacterium shinjukuense",0,0,0,0,0,0,"Mycobacterium shinjukuense"
"Mycobacterium shottsii",0,0,0,0,0,0,"Mycobacterium shottsii"
"Mycobacterium simiae",0,0,0,0,0,0,"Mycobacterium simiae"
"Mycobacterium spongiae",0,0,2.1573576990455e-05,0,0,0,"Mycobacterium spongiae"
"Mycobacterium stomatepiae",0,0,0,0,0,0,"Mycobacterium stomatepiae"
"Mycobacterium tuberculosis",0,0,0,0,0,0,"Mycobacterium tuberculosis"
"Mycobacterium ulcerans",0,0,0,0,0,0,"Mycobacterium ulcerans"
"Mycobacterium vicinigordonae",0,0,0,0,0,0,"Mycobacterium vicinigordonae"
"Mycobacterium virginiense",0,0,0,0,0,0,"Mycobacterium virginiense"
"Mycobacterium virus Ardmore",0,0,0,0,0,0,"Mycobacterium virus Ardmore"
"Mycobacterium virus Boomer",0,0,0,0,0,0,"Mycobacterium virus Boomer"
"Mycobacterium virus Bron",0,0,0,0,0,0,"Mycobacterium virus Bron"
"Mycobacterium virus Che8",0,0,0,0,0,0,"Mycobacterium virus Che8"
"Mycobacterium virus Cornie",0,0,0,0,0,0,"Mycobacterium virus Cornie"
"Mycobacterium virus DeadP",0,0,0,0,0,0,"Mycobacterium virus DeadP"
"Mycobacterium virus Dlane",0,0,0,0,0,0,"Mycobacterium virus Dlane"
"Mycobacterium virus Dorothy",0,0,0,0,0,0,"Mycobacterium virus Dorothy"
"Mycobacterium virus DotProduct",0,0,0,0,0,0,"Mycobacterium virus DotProduct"
"Mycobacterium virus Drago",0,0,0,0,0,0,"Mycobacterium virus Drago"
"Mycobacterium virus Fruitloop",0,0,0,0,0,0,"Mycobacterium virus Fruitloop"
"Mycobacterium virus GUmbie",0,0,0,0,0,0,"Mycobacterium virus GUmbie"
"Mycobacterium virus Halo",0,0,0,0,0,0,"Mycobacterium virus Halo"
"Mycobacterium virus Ibhubesi",0,0,0,0,0,0,"Mycobacterium virus Ibhubesi"
"Mycobacterium virus JoeDirt",0,0,0,0,0,0,"Mycobacterium virus JoeDirt"
"Mycobacterium virus Liefie",0,0,0,0,0,0,"Mycobacterium virus Liefie"
"Mycobacterium virus Llij",0,0,0,0,0,0,"Mycobacterium virus Llij"
"Mycobacterium virus Mozy",0,0,0,0,0,0,"Mycobacterium virus Mozy"
"Mycobacterium virus Mutaforma13",0,0,0,0,0,0,"Mycobacterium virus Mutaforma13"
"Mycobacterium virus PBI1",0,0,0,0,0,0,"Mycobacterium virus PBI1"
"Mycobacterium virus PMC",0,0,0,0,0,0,"Mycobacterium virus PMC"
"Mycobacterium virus Pacc40",0,0,0,0,0,0,"Mycobacterium virus Pacc40"
"Mycobacterium virus Ramsey",0,0,0,0,0,0,"Mycobacterium virus Ramsey"
"Mycobacterium virus Renaud18",0,0,0,0,0,0,"Mycobacterium virus Renaud18"
"Mycobacterium virus RockyHorror",0,0,0,0,0,0,"Mycobacterium virus RockyHorror"
"Mycobacterium virus SG4",0,0,0,0,0,0,"Mycobacterium virus SG4"
"Mycobacterium virus Shauna1",0,0,0,0,0,0,"Mycobacterium virus Shauna1"
"Mycobacterium virus Shilan",0,0,0,0,0,0,"Mycobacterium virus Shilan"
"Mycobacterium virus Spartacus",0,0,0,0,0,0,"Mycobacterium virus Spartacus"
"Mycobacterium virus Squirty",0,0,0,0,0,0,"Mycobacterium virus Squirty"
"Mycobacterium virus TChen",0,0,0,0,0,0,"Mycobacterium virus TChen"
"Mycobacterium virus TM4",0,0,0,0,0,0,"Mycobacterium virus TM4"
"Mycobacterium virus Taj",0,0,0,0,0,0,"Mycobacterium virus Taj"
"Mycobacterium virus ThetaBob",0,0,0,0,0,0,"Mycobacterium virus ThetaBob"
"Mycobacterium virus Tortellini",0,0,0,0,0,0,"Mycobacterium virus Tortellini"
"Mycobacterium virus Tweety",0,0,0,0,0,0,"Mycobacterium virus Tweety"
"Mycobacterium virus Wee",0,0,0,0,0,0,"Mycobacterium virus Wee"
"Mycobacterium virus Wildcat",0,0,0,0,0,0,"Mycobacterium virus Wildcat"
"Mycobacteroides abscessus",0,0,0,0,3.1836375235603e-05,0,"Mycobacteroides abscessus"
"Mycobacteroides chelonae",0,0,0,0,0,0,"Mycobacteroides chelonae"
"Mycobacteroides immunogenum",0,0,0,0,6.48393660612809e-06,0,"Mycobacteroides immunogenum"
"Mycobacteroides salmoniphilum",0,1.01647716067447e-05,7.29860579187561e-05,0.000704922112941404,0.000120141125016757,0.000127746475774938,"Mycobacteroides salmoniphilum"
"Mycobacteroides saopaulense",0,0,0,0,4.72333708948055e-06,0,"Mycobacteroides saopaulense"
"Mycolicibacillus parakoreensis",0,0,0,0,0,0,"Mycolicibacillus parakoreensis"
"Mycolicibacter hiberniae",0,0,0,0,0,0,"Mycolicibacter hiberniae"
"Mycolicibacter minnesotensis",0,0,0,0,0,0,"Mycolicibacter minnesotensis"
"Mycolicibacter sinensis",0,0,0,0,0,0,"Mycolicibacter sinensis"
"Mycolicibacter terrae",0,0,0,0,0,0,"Mycolicibacter terrae"
"Mycolicibacterium aichiense",0,0,0,0,0,0,"Mycolicibacterium aichiense"
"Mycolicibacterium alvei",0,0,0,0,0,0,"Mycolicibacterium alvei"
"Mycolicibacterium anyangense",0,8.60825973515196e-06,3.73273607047807e-05,0,0,0,"Mycolicibacterium anyangense"
